line_id	status	reason	n_candidates	n_atoms	n_sites
VERG-aene.2.635	correct		20	16	1
VERG-aene.2.636	correct		5	13	0
VERG-aene.2.637	correct		25	14	1
VERG-aene.2.638	correct		79	18	4
VERG-aene.2.639	correct		141	17	4
VERG-aene.2.641	correct		216	17	5
VERG-aene.2.642	correct		15	16	1
VERG-aene.2.643	correct		86	19	5
VERG-aene.2.644	correct		30	15	1
VERG-aene.2.645	correct		35	18	3
VERG-aene.2.646	correct		15	16	1
VERG-aene.2.647	correct		116	17	4
VERG-aene.2.648	correct		77	17	3
VERG-aene.2.649	correct		31	15	2
VERG-aene.2.650	correct		20	15	1
VERG-aene.2.651	correct		420	16	5
VERG-aene.2.652	correct		155	16	3
VERG-aene.2.653	correct		225	16	3
VERG-aene.2.654	correct		22	17	2
VERG-aene.2.655	correct		5	16	0
VERG-aene.2.656	correct		334	17	5
VERG-aene.2.657	correct		20	16	1
VERG-aene.2.658	correct		100	16	3
VERG-aene.2.659	correct		5	16	0
VERG-aene.2.660	correct		2	19	3
VERG-aene.2.661	correct		1092	17	6
VERG-aene.2.662	correct		50	16	2
VERG-aene.2.663	correct		1104	17	6
VERG-aene.2.664	correct		10	15	0
VERG-aene.2.665	correct		54	17	3
VERG-aene.2.666	correct		256	15	5
VERG-aene.2.667	correct		50	16	2
VERG-aene.2.668	correct		681	16	4
VERG-aene.2.669	correct		83	19	5
VERG-aene.2.670	correct		294	18	5
VERG-aene.2.671	correct		110	15	3
VERG-aene.2.672	correct		170	15	3
VERG-aene.2.673	correct		94	17	4
VERG-aene.2.674	correct		70	15	3
VERG-aene.2.675	correct		27	17	2
VERG-aene.2.676	correct		30	15	1
VERG-aene.2.677	correct		30	15	2
VERG-aene.2.678	correct		56	17	3
VERG-aene.2.679	correct		188	17	4
VERG-aene.2.680	correct		40	16	2
VERG-aene.2.681	correct		36	16	2
VERG-aene.2.682	correct		211	15	4
VERG-aene.2.683	correct		50	16	2
VERG-aene.2.684	correct		10	15	0
VERG-aene.2.685	correct		34	17	3
VERG-aene.2.686	correct		20	16	1
VERG-aene.2.687	correct		15	16	1
VERG-aene.2.688	correct		46	15	2
VERG-aene.2.689	correct		5	16	0
VERG-aene.2.690	correct		50	16	2
VERG-aene.2.691	correct		30	20	6
VERG-aene.2.692	correct		21	17	2
VERG-aene.2.693	correct		556	18	7
VERG-aene.2.694	correct		10	14	0
VERG-aene.2.695	correct		10	14	0
VERG-aene.2.696	correct		60	16	3
VERG-aene.2.697	gold_unreachable	elision_mismatch	11	13	1
VERG-aene.2.698	correct		30	15	1
VERG-aene.2.699	correct		55	15	2
VERG-aene.2.700	correct		15	14	1
VERG-aene.2.701	correct		30	15	1
VERG-aene.2.702	correct		112	17	4
VERG-aene.2.703	correct		2672	17	7
VERG-aene.2.704	correct		7	17	1
VERG-aene.2.705	correct		142	17	4
VERG-aene.2.706	correct		1626	18	7
VERG-aene.2.707	correct		70	19	5
VERG-aene.2.708	correct		29	18	3
VERG-aene.2.709	correct		60	15	2
VERG-aene.2.710	correct		15	16	1
VERG-aene.2.711	correct		70	16	3
VERG-aene.2.712	correct		154	18	5
VERG-aene.2.713	correct		340	15	4
VERG-aene.2.714	correct		68	16	3
VERG-aene.2.715	correct		70	16	3
VERG-aene.2.716	correct		140	15	4
VERG-aene.2.717	correct		24	17	3
VERG-aene.2.718	correct		260	16	4
VERG-aene.2.719	correct		72	14	3
VERG-aene.2.721	correct		35	16	2
VERG-aene.2.722	correct		87	16	3
VERG-aene.2.723	correct		170	16	4
VERG-aene.2.724	correct		44	17	4
VERG-aene.2.725	correct		6	17	1
VERG-aene.2.726	correct		196	16	4
VERG-aene.2.727	correct		147	18	4
VERG-aene.2.728	correct		21	16	2
VERG-aene.2.729	correct		9	18	2
VERG-aene.2.730	correct		25	14	1
VERG-aene.2.731	correct		196	16	4
VERG-aene.2.732	correct		2	17	1
VERG-aene.2.733	correct		100	16	3
VERG-aene.2.734	correct		141	17	4
VERG-aene.2.735	correct		6	17	1
VERG-aene.2.736	correct		197	16	4
VERG-aene.2.737	correct		146	15	3
VERG-aene.2.738	correct		182	17	4
VERG-aene.2.739	correct		137	16	4
VERG-aene.2.740	correct		20	14	1
VERG-aene.2.741	correct		77	17	3
VERG-aene.2.742	correct		38	17	3
VERG-aene.2.743	correct		10	14	0
VERG-aene.2.744	correct		34	16	2
VERG-aene.2.746	correct		302	16	5
VERG-aene.2.747	correct		160	17	5
VERG-aene.2.748	correct		100	15	3
VERG-aene.2.749	correct		70	16	2
VERG-aene.2.750	correct		323	17	5
VERG-aene.2.751	correct		100	16	3
VERG-aene.2.752	correct		35	16	2
VERG-aene.2.753	correct		208	17	4
VERG-aene.2.754	correct		100	16	3
VERG-aene.2.755	correct		8	18	2
VERG-aene.2.756	correct		10	15	0
VERG-aene.2.757	correct		192	19	5
VERG-aene.2.758	correct		160	16	3
VERG-aene.2.759	gold_unreachable	elision_mismatch	2	20	4
VERG-aene.2.760	correct		171	16	4
VERG-aene.2.761	correct		17	15	1
VERG-aene.2.762	correct		14	14	1
VERG-aene.2.763	correct		105	16	3
VERG-aene.2.764	correct		87	16	3
VERG-aene.2.765	correct		425	17	5
VERG-aene.2.766	correct		304	20	7
VERG-aene.2.768	correct		200	15	4
VERG-aene.2.769	correct		352	15	6
VERG-aene.2.770	correct		253	19	5
VERG-aene.2.771	correct		50	16	2
VERG-aene.2.772	correct		1344	18	7
VERG-aene.2.773	correct		34	17	2
VERG-aene.2.774	gold_unreachable	elision_mismatch	6	20	5
VERG-aene.2.775	correct		25	14	1
VERG-aene.2.776	correct		301	16	4
VERG-aene.2.777	correct		95	17	4
VERG-aene.2.778	correct		378	17	5
VERG-aene.2.779	correct		9	16	1
VERG-aene.2.780	correct		30	19	4
VERG-aene.2.781	correct		952	18	6
VERG-aene.2.782	correct		68	16	3
VERG-aene.2.783	correct		273	17	5
VERG-aene.2.784	correct		62	17	4
VERG-aene.2.785	correct		6	17	1
VERG-aene.2.786	correct		500	17	6
VERG-aene.2.787	correct		107	19	5
VERG-aene.2.788	correct		32	15	2
VERG-aene.2.789	correct		155	16	3
VERG-aene.2.790	correct		86	18	4
VERG-aene.2.791	correct		8	18	3
VERG-aene.2.792	correct		20	15	1
VERG-aene.2.793	correct		40	14	2
VERG-aene.2.794	correct		34	17	3
VERG-aene.2.795	correct		51	15	3
VERG-aene.2.796	correct		259	17	4
VERG-aene.2.797	correct		508	17	5
VERG-aene.2.798	correct		155	16	3
VERG-aene.2.799	correct		8	18	2
VERG-aene.2.800	correct		30	15	1
VERG-aene.2.801	correct		86	16	3
VERG-aene.2.802	correct		105	16	3
VERG-aene.2.803	correct		10	15	0
VERG-aene.2.804	correct		210	16	4
