line_id	status	reason	n_candidates	n_atoms	n_sites
VERG-aene.2.625	correct		90	15	4
VERG-aene.2.626	correct		3	15	1
VERG-aene.2.627	correct		9	15	2
VERG-aene.2.628	correct		10	19	6
VERG-aene.2.629	correct		5	15	1
VERG-aene.2.630	correct		92	17	5
VERG-aene.2.631	correct		119	16	5
VERG-aene.2.632	correct		15	16	3
VERG-aene.2.633	correct		6	16	2
VERG-aene.2.634	correct		351	19	7
VERG-aene.2.635	correct		9	16	1
VERG-aene.2.636	correct		4	13	0
VERG-aene.2.637	correct		18	14	1
VERG-aene.2.638	correct		45	18	4
VERG-aene.2.639	correct		111	17	4
VERG-aene.2.641	correct		66	17	5
VERG-aene.2.642	correct		3	16	1
VERG-aene.2.643	correct		20	19	5
VERG-aene.2.644	gold_unreachable	elision_mismatch	14	15	1
VERG-aene.2.645	correct		8	18	3
VERG-aene.2.646	correct		5	16	1
VERG-aene.2.647	correct		85	17	4
VERG-aene.2.648	correct		37	17	3
VERG-aene.2.649	correct		10	15	2
VERG-aene.2.650	correct		4	15	1
VERG-aene.2.651	correct		96	16	5
VERG-aene.2.652	correct		52	16	3
VERG-aene.2.653	correct		20	16	3
VERG-aene.2.654	correct		6	17	2
VERG-aene.2.655	correct		1	16	0
VERG-aene.2.656	correct		48	17	5
VERG-aene.2.657	correct		3	16	1
VERG-aene.2.658	correct		38	16	3
VERG-aene.2.659	correct		1	16	0
VERG-aene.2.660	correct		2	19	3
VERG-aene.2.661	correct		867	17	6
VERG-aene.2.662	correct		19	16	2
VERG-aene.2.663	correct		90	17	6
VERG-aene.2.664	correct		4	15	0
VERG-aene.2.665	correct		22	17	3
VERG-aene.2.666	correct		161	15	5
VERG-aene.2.667	gold_unreachable	elision_mismatch	8	16	2
VERG-aene.2.668	correct		121	16	4
VERG-aene.2.669	correct		44	19	5
VERG-aene.2.670	correct		75	18	5
VERG-aene.2.671	correct		10	15	3
VERG-aene.2.672	correct		11	15	3
VERG-aene.2.673	correct		36	17	4
VERG-aene.2.674	correct		39	15	3
VERG-aene.2.675	correct		12	17	2
VERG-aene.2.676	gold_unreachable	elision_mismatch	3	15	1
VERG-aene.2.677	correct		30	15	2
VERG-aene.2.678	correct		14	17	3
VERG-aene.2.679	correct		30	17	4
VERG-aene.2.680	correct		12	16	2
VERG-aene.2.681	correct		11	16	2
VERG-aene.2.682	gold_unreachable	elision_mismatch	97	15	4
VERG-aene.2.683	correct		2	16	2
VERG-aene.2.684	correct		2	15	0
VERG-aene.2.685	correct		22	17	3
VERG-aene.2.686	correct		6	16	1
VERG-aene.2.687	correct		11	16	1
VERG-aene.2.688	correct		22	15	2
VERG-aene.2.689	correct		3	16	0
VERG-aene.2.690	correct		29	16	2
VERG-aene.2.691	correct		6	20	6
VERG-aene.2.692	correct		21	17	2
VERG-aene.2.693	correct		360	18	7
VERG-aene.2.694	correct		5	14	0
VERG-aene.2.695	correct		2	14	0
VERG-aene.2.696	correct		34	16	3
VERG-aene.2.697	gold_unreachable	elision_mismatch	7	13	1
VERG-aene.2.698	correct		11	15	1
VERG-aene.2.699	correct		22	15	2
VERG-aene.2.700	correct		11	14	1
VERG-aene.2.701	correct		9	15	1
VERG-aene.2.702	correct		77	17	4
VERG-aene.2.703	correct		1800	17	7
VERG-aene.2.704	correct		7	17	1
VERG-aene.2.705	correct		102	17	4
VERG-aene.2.706	correct		444	18	7
VERG-aene.2.707	correct		12	19	5
VERG-aene.2.708	correct		29	18	3
VERG-aene.2.709	correct		6	15	2
VERG-aene.2.710	correct		5	16	1
VERG-aene.2.711	correct		35	16	3
VERG-aene.2.712	correct		60	18	5
VERG-aene.2.713	correct		34	15	4
VERG-aene.2.714	correct		1	16	3
VERG-aene.2.715	correct		23	16	3
VERG-aene.2.716	correct		89	15	4
VERG-aene.2.717	correct		12	17	3
VERG-aene.2.718	correct		16	16	4
VERG-aene.2.719	correct		48	14	3
VERG-aene.2.721	correct		25	16	2
VERG-aene.2.722	correct		6	16	3
VERG-aene.2.723	correct		128	16	4
VERG-aene.2.724	correct		38	17	4
VERG-aene.2.725	correct		3	17	1
VERG-aene.2.726	correct		73	16	4
VERG-aene.2.727	correct		2	18	4
VERG-aene.2.728	correct		2	16	2
VERG-aene.2.729	correct		1	18	2
VERG-aene.2.730	correct		5	14	1
VERG-aene.2.731	correct		121	16	4
VERG-aene.2.732	correct		2	17	1
VERG-aene.2.733	correct		47	16	3
VERG-aene.2.734	correct		18	17	4
VERG-aene.2.735	correct		6	17	1
VERG-aene.2.736	correct		37	16	4
VERG-aene.2.737	correct		82	15	3
VERG-aene.2.738	correct		56	17	4
VERG-aene.2.739	correct		57	16	4
VERG-aene.2.740	correct		8	14	1
VERG-aene.2.741	gold_unreachable	elision_mismatch	10	17	3
VERG-aene.2.742	no_candidates	vowel_chain	0	17	3
VERG-aene.2.743	correct		3	14	0
VERG-aene.2.744	correct		28	16	2
VERG-aene.2.746	correct		208	16	5
VERG-aene.2.747	correct		56	17	5
VERG-aene.2.748	correct		42	15	3
VERG-aene.2.749	correct		1	16	2
VERG-aene.2.750	correct		77	17	5
VERG-aene.2.751	correct		6	16	3
VERG-aene.2.752	correct		15	16	2
VERG-aene.2.753	correct		44	17	4
VERG-aene.2.754	correct		58	16	3
VERG-aene.2.755	correct		2	18	2
VERG-aene.2.756	correct		4	15	0
VERG-aene.2.757	correct		8	19	5
VERG-aene.2.758	correct		64	16	3
VERG-aene.2.759	no_candidates	vowel_chain	0	20	4
VERG-aene.2.760	correct		100	16	4
VERG-aene.2.761	correct		10	15	1
VERG-aene.2.762	correct		10	14	1
VERG-aene.2.763	gold_unreachable	elision_mismatch	37	16	3
VERG-aene.2.764	correct		3	16	3
VERG-aene.2.765	correct		168	17	5
VERG-aene.2.766	correct		72	20	7
VERG-aene.2.768	correct		114	15	4
VERG-aene.2.769	correct		338	15	6
VERG-aene.2.770	correct		72	19	5
VERG-aene.2.771	correct		1	16	2
VERG-aene.2.772	correct		134	18	7
VERG-aene.2.773	correct		17	17	2
VERG-aene.2.774	gold_unreachable	elision_mismatch	6	20	5
VERG-aene.2.775	correct		16	14	1
VERG-aene.2.776	correct		28	16	4
VERG-aene.2.777	correct		31	17	4
VERG-aene.2.778	correct		83	17	5
VERG-aene.2.779	correct		2	16	1
VERG-aene.2.780	correct		18	19	4
VERG-aene.2.781	correct		348	18	6
VERG-aene.2.782	correct		50	16	3
VERG-aene.2.783	correct		150	17	5
VERG-aene.2.784	correct		16	17	4
VERG-aene.2.785	correct		5	17	1
VERG-aene.2.786	correct		530	17	6
VERG-aene.2.787	correct		107	19	5
VERG-aene.2.788	correct		15	15	2
VERG-aene.2.789	correct		70	16	3
VERG-aene.2.790	correct		9	18	4
VERG-aene.2.791	correct		17	18	3
VERG-aene.2.792	correct		7	15	1
VERG-aene.2.793	correct		8	14	2
VERG-aene.2.794	correct		9	17	3
VERG-aene.2.795	correct		15	15	3
VERG-aene.2.796	no_candidates	vowel_chain	0	17	4
VERG-aene.2.797	correct		44	17	5
VERG-aene.2.798	correct		32	16	3
VERG-aene.2.799	correct		8	18	2
VERG-aene.2.800	correct		14	15	1
VERG-aene.2.801	correct		27	16	3
VERG-aene.2.802	correct		50	16	3
VERG-aene.2.803	correct		5	15	0
VERG-aene.2.804	correct		106	16	4
