line_id	status	reason	n_candidates	n_atoms	n_sites
VERG-aene.2.486	correct		2	17	1
VERG-aene.2.487	correct		4	18	4
VERG-aene.2.488	correct		8	18	3
VERG-aene.2.489	correct		9	16	4
VERG-aene.2.490	correct		24	16	3
VERG-aene.2.491	correct		11	15	4
VERG-aene.2.492	correct		6	16	3
VERG-aene.2.493	correct		22	15	2
VERG-aene.2.494	gold_unreachable	elision_mismatch	10	14	1
VERG-aene.2.495	correct		36	16	3
VERG-aene.2.496	correct		2	14	1
VERG-aene.2.497	correct		24	17	4
VERG-aene.2.498	correct		1	17	1
VERG-aene.2.499	correct		3	16	1
VERG-aene.2.500	correct		3	19	5
VERG-aene.2.501	correct		3	17	2
VERG-aene.2.502	correct		5	17	4
VERG-aene.2.503	correct		5	15	2
VERG-aene.2.504	correct		19	16	2
VERG-aene.2.505	correct		12	16	2
VERG-aene.2.506	gold_unreachable	elision_mismatch	2	17	3
VERG-aene.2.507	gold_unreachable	elision_mismatch	12	15	3
VERG-aene.2.508	no_candidates	vowel_chain	0	18	4
VERG-aene.2.509	correct		89	19	6
VERG-aene.2.510	correct		1	16	1
VERG-aene.2.511	no_candidates	vowel_chain	0	15	0
VERG-aene.2.512	correct		2	18	3
VERG-aene.2.513	correct		6	16	3
VERG-aene.2.514	gold_unreachable	open_syllable_length	46	16	5
VERG-aene.2.515	correct		15	17	4
VERG-aene.2.516	correct		20	17	4
VERG-aene.2.517	gold_unreachable	open_syllable_length	24	19	8
VERG-aene.2.518	correct		120	18	6
VERG-aene.2.519	correct		4	15	2
VERG-aene.2.520	gold_unreachable	elision_mismatch	2	15	2
VERG-aene.2.521	correct		15	16	3
VERG-aene.2.522	no_candidates	weight_filter	0	16	2
VERG-aene.2.523	correct		11	16	3
VERG-aene.2.524	correct		12	17	3
VERG-aene.2.525	correct		520	18	8
VERG-aene.2.526	correct		21	17	4
VERG-aene.2.527	gold_unreachable	elision_mismatch	3	13	1
VERG-aene.2.528	correct		44	17	5
VERG-aene.2.529	correct		36	16	4
VERG-aene.2.530	no_candidates	vowel_chain	0	16	1
VERG-aene.2.531	correct		86	17	4
VERG-aene.2.532	correct		6	14	1
VERG-aene.2.533	correct		20	16	4
VERG-aene.2.534	correct		10	17	3
VERG-aene.2.535	correct		18	17	3
VERG-aene.2.536	correct		66	17	5
VERG-aene.2.537	correct		14	15	3
VERG-aene.2.538	gold_unreachable	other	2	14	0
VERG-aene.2.539	correct		147	16	5
VERG-aene.2.540	gold_unreachable	open_syllable_length	1	14	0
VERG-aene.2.541	gold_unreachable	elision_mismatch	3	16	2
VERG-aene.2.542	correct		12	16	4
VERG-aene.2.543	no_candidates	vowel_chain	0	17	3
VERG-aene.2.544	correct		2	16	3
VERG-aene.2.545	correct		10	17	3
VERG-aene.2.546	correct		2	15	2
VERG-aene.2.547	correct		2	17	4
VERG-aene.2.548	correct		68	17	4
VERG-aene.2.549	correct		2	16	1
VERG-aene.2.550	no_candidates	vowel_chain	0	17	3
VERG-aene.2.551	correct		1	14	0
VERG-aene.2.552	correct		102	17	6
VERG-aene.2.553	correct		1	17	0
VERG-aene.2.554	correct		42	16	3
VERG-aene.2.555	correct		9	16	3
VERG-aene.2.556	correct		1	15	0
VERG-aene.2.557	correct		47	17	4
VERG-aene.2.558	correct		6	18	3
VERG-aene.2.559	gold_unreachable	elision_mismatch	3	15	3
VERG-aene.2.560	correct		15	16	2
VERG-aene.2.561	correct		647	16	7
VERG-aene.2.562	correct		4	15	3
VERG-aene.2.563	gold_unreachable	elision_mismatch	2	14	1
VERG-aene.2.564	correct		52	16	5
VERG-aene.2.565	correct		16	16	3
VERG-aene.2.566	correct		18	17	4
VERG-aene.2.567	correct		6	18	3
VERG-aene.2.568	correct		5	17	4
VERG-aene.2.569	correct		17	17	4
VERG-aene.2.570	correct		1	15	1
VERG-aene.2.571	correct		58	18	6
VERG-aene.2.572	correct		12	17	4
VERG-aene.2.573	gold_unreachable	open_syllable_length	30	19	7
VERG-aene.2.574	correct		36	17	3
VERG-aene.2.575	correct		1	16	1
VERG-aene.2.576	correct		30	16	4
VERG-aene.2.577	no_candidates	vowel_chain	0	18	4
VERG-aene.2.578	correct		37	15	3
VERG-aene.2.579	correct		9	17	4
VERG-aene.2.580	correct		16	17	4
VERG-aene.2.581	correct		15	16	2
VERG-aene.2.582	correct		8	15	2
VERG-aene.2.583	correct		1	16	1
VERG-aene.2.584	gold_unreachable	elision_mismatch	16	19	6
VERG-aene.2.585	correct		1	15	0
VERG-aene.2.586	correct		174	18	7
VERG-aene.2.587	correct		20	16	4
VERG-aene.2.588	correct		86	16	4
VERG-aene.2.589	correct		6	16	2
VERG-aene.2.590	correct		4	15	1
VERG-aene.2.591	correct		6	15	2
VERG-aene.2.592	correct		2	16	2
VERG-aene.2.593	correct		10	18	4
VERG-aene.2.594	no_candidates	vowel_chain	0	16	0
VERG-aene.2.595	correct		4	16	2
VERG-aene.2.596	correct		27	18	4
VERG-aene.2.597	correct		4	16	2
VERG-aene.2.598	no_candidates	vowel_chain	0	16	3
VERG-aene.2.599	correct		15	16	3
VERG-aene.2.600	no_candidates	vowel_chain	0	18	2
VERG-aene.2.601	correct		11	19	4
VERG-aene.2.602	correct		338	17	7
VERG-aene.2.603	correct		12	16	3
VERG-aene.2.604	correct		4	16	3
VERG-aene.2.605	correct		5	16	1
VERG-aene.2.606	correct		8	15	2
VERG-aene.2.607	correct		12	16	2
VERG-aene.2.608	gold_unreachable	elision_mismatch	3	16	3
VERG-aene.2.609	correct		3	16	3
VERG-aene.2.610	correct		4	14	1
VERG-aene.2.611	no_candidates	vowel_chain	0	15	1
VERG-aene.2.612	gold_unreachable	diphthong_mismatch	51	17	6
VERG-aene.2.613	correct		12	17	3
VERG-aene.2.615	correct		6	14	1
VERG-aene.2.616	correct		4	16	4
VERG-aene.2.617	correct		3	16	1
VERG-aene.2.618	correct		4	16	1
VERG-aene.2.619	correct		1	16	1
VERG-aene.2.620	correct		19	17	4
VERG-aene.2.621	correct		2	14	1
VERG-aene.2.622	correct		4	17	3
VERG-aene.2.624	correct		42	16	4
VERG-aene.2.625	correct		90	15	4
VERG-aene.2.626	correct		1	15	1
VERG-aene.2.627	correct		2	15	2
VERG-aene.2.628	correct		10	19	6
VERG-aene.2.629	correct		4	15	1
VERG-aene.2.630	correct		45	17	5
VERG-aene.2.631	correct		74	16	5
VERG-aene.2.632	no_candidates	weight_filter	0	16	3
VERG-aene.2.633	correct		2	16	2
VERG-aene.2.634	correct		223	19	7
VERG-aene.2.635	correct		1	16	1
VERG-aene.2.636	correct		1	13	0
VERG-aene.2.637	correct		13	14	1
VERG-aene.2.638	correct		12	18	4
VERG-aene.2.639	correct		16	17	4
VERG-aene.2.641	correct		66	17	5
VERG-aene.2.642	correct		1	16	1
VERG-aene.2.643	correct		20	19	5
VERG-aene.2.644	gold_unreachable	open_syllable_length	3	15	1
VERG-aene.2.645	no_candidates	vowel_chain	0	18	3
VERG-aene.2.646	correct		2	16	1
VERG-aene.2.647	correct		85	17	4
VERG-aene.2.648	correct		15	17	3
VERG-aene.2.649	correct		5	15	2
VERG-aene.2.650	correct		2	15	1
VERG-aene.2.651	correct		96	16	5
VERG-aene.2.652	correct		8	16	3
VERG-aene.2.653	correct		3	16	3
VERG-aene.2.654	no_candidates	weight_filter	0	17	2
VERG-aene.2.655	correct		1	16	0
VERG-aene.2.656	correct		20	17	5
VERG-aene.2.657	correct		1	16	1
VERG-aene.2.658	correct		20	16	3
VERG-aene.2.659	correct		1	16	0
VERG-aene.2.660	no_candidates	vowel_chain	0	19	3
VERG-aene.2.661	correct		368	17	6
VERG-aene.2.662	correct		13	16	2
VERG-aene.2.663	correct		48	17	6
VERG-aene.2.664	correct		1	15	0
VERG-aene.2.665	correct		6	17	3
VERG-aene.2.666	correct		36	15	5
VERG-aene.2.667	no_candidates	vowel_chain	0	16	2
VERG-aene.2.668	correct		121	16	4
VERG-aene.2.669	correct		24	19	5
VERG-aene.2.670	correct		39	18	5
VERG-aene.2.671	correct		8	15	3
VERG-aene.2.672	correct		6	15	3
VERG-aene.2.673	correct		12	17	4
VERG-aene.2.674	gold_unreachable	elision_mismatch	4	15	3
VERG-aene.2.675	correct		2	17	2
VERG-aene.2.676	no_candidates	weight_filter	0	15	1
VERG-aene.2.677	gold_unreachable	elision_mismatch	4	15	2
VERG-aene.2.678	correct		4	17	3
VERG-aene.2.679	correct		10	17	4
VERG-aene.2.680	correct		4	16	2
VERG-aene.2.681	correct		2	16	2
VERG-aene.2.682	gold_unreachable	elision_mismatch	43	15	4
VERG-aene.2.683	correct		6	16	2
VERG-aene.2.684	no_candidates	weight_filter	0	15	0
VERG-aene.2.685	gold_unreachable	elision_mismatch	2	17	3
VERG-aene.2.686	correct		4	16	1
VERG-aene.2.687	correct		5	16	1
VERG-aene.2.688	correct		12	15	2
VERG-aene.2.689	correct		1	16	0
VERG-aene.2.690	correct		6	16	2
VERG-aene.2.691	correct		6	20	6
VERG-aene.2.692	no_candidates	weight_filter	0	17	2
VERG-aene.2.693	correct		144	18	7
VERG-aene.2.694	correct		1	14	0
VERG-aene.2.695	correct		1	14	0
VERG-aene.2.696	correct		16	16	3
VERG-aene.2.697	gold_unreachable	elision_mismatch	4	13	1
VERG-aene.2.698	correct		8	15	1
VERG-aene.2.699	correct		11	15	2
VERG-aene.2.700	correct		3	14	1
VERG-aene.2.701	no_candidates	weight_filter	0	15	1
VERG-aene.2.702	correct		45	17	4
VERG-aene.2.703	correct		126	17	7
VERG-aene.2.704	no_candidates	weight_filter	0	17	1
VERG-aene.2.705	correct		16	17	4
VERG-aene.2.706	correct		80	18	7
VERG-aene.2.707	correct		4	19	5
VERG-aene.2.708	correct		7	18	3
VERG-aene.2.709	correct		6	15	2
VERG-aene.2.710	gold_unreachable	elision_mismatch	4	15	1
VERG-aene.2.711	correct		21	16	3
VERG-aene.2.712	correct		60	18	5
VERG-aene.2.713	correct		30	15	4
VERG-aene.2.714	correct		1	16	3
VERG-aene.2.715	correct		12	16	3
VERG-aene.2.716	correct		31	15	4
VERG-aene.2.717	correct		9	17	3
VERG-aene.2.718	correct		4	16	4
VERG-aene.2.719	correct		16	14	3
VERG-aene.2.721	gold_unreachable	open_syllable_length	1	16	2
VERG-aene.2.722	correct		4	16	3
VERG-aene.2.723	gold_unreachable	elision_mismatch	17	16	4
VERG-aene.2.724	no_candidates	vowel_chain	0	17	4
VERG-aene.2.725	correct		2	17	1
VERG-aene.2.726	correct		12	16	4
VERG-aene.2.727	gold_unreachable	elision_mismatch	8	18	4
VERG-aene.2.728	correct		2	16	2
VERG-aene.2.729	correct		1	18	2
VERG-aene.2.730	correct		3	14	1
VERG-aene.2.731	gold_unreachable	elision_mismatch	24	16	4
VERG-aene.2.732	correct		2	17	1
VERG-aene.2.733	correct		21	16	3
VERG-aene.2.734	correct		18	17	4
VERG-aene.2.735	gold_unreachable	elision_mismatch	1	17	1
VERG-aene.2.736	correct		16	16	4
VERG-aene.2.737	gold_unreachable	elision_mismatch	9	15	3
VERG-aene.2.738	correct		56	17	4
VERG-aene.2.739	correct		38	16	4
VERG-aene.2.740	correct		4	14	1
VERG-aene.2.741	gold_unreachable	elision_mismatch	11	16	3
VERG-aene.2.742	no_candidates	vowel_chain	0	17	3
VERG-aene.2.743	no_candidates	weight_filter	0	14	0
VERG-aene.2.744	correct		6	16	2
VERG-aene.2.746	correct		146	16	5
VERG-aene.2.747	correct		12	17	5
VERG-aene.2.748	correct		24	15	3
VERG-aene.2.749	correct		1	16	2
VERG-aene.2.750	correct		46	17	5
VERG-aene.2.751	correct		6	16	3
VERG-aene.2.752	gold_unreachable	elision_mismatch	6	16	2
VERG-aene.2.753	correct		12	17	4
VERG-aene.2.754	gold_unreachable	open_syllable_length	8	16	3
VERG-aene.2.755	correct		2	18	2
VERG-aene.2.756	correct		1	15	0
VERG-aene.2.757	correct		8	19	5
VERG-aene.2.758	correct		20	16	3
VERG-aene.2.759	no_candidates	vowel_chain	0	20	4
VERG-aene.2.760	correct		49	16	4
VERG-aene.2.761	correct		4	15	1
VERG-aene.2.762	gold_unreachable	elision_mismatch	3	13	1
VERG-aene.2.763	gold_unreachable	elision_mismatch	7	16	3
VERG-aene.2.764	correct		2	16	3
VERG-aene.2.765	gold_unreachable	elision_mismatch	22	17	5
VERG-aene.2.766	correct		24	20	7
VERG-aene.2.768	correct		22	15	4
VERG-aene.2.769	correct		112	15	6
VERG-aene.2.770	correct		12	19	5
VERG-aene.2.771	correct		1	16	2
VERG-aene.2.772	correct		36	18	7
VERG-aene.2.773	correct		10	17	2
VERG-aene.2.774	no_candidates	vowel_chain	0	20	5
VERG-aene.2.775	correct		6	14	1
VERG-aene.2.776	correct		28	16	4
VERG-aene.2.777	correct		8	17	4
VERG-aene.2.778	correct		24	17	5
VERG-aene.2.779	correct		2	16	1
VERG-aene.2.780	correct		4	19	4
VERG-aene.2.781	correct		146	18	6
VERG-aene.2.782	no_candidates	weight_filter	0	16	3
VERG-aene.2.783	correct		107	17	5
VERG-aene.2.784	correct		16	17	4
VERG-aene.2.785	correct		6	16	1
VERG-aene.2.786	correct		80	17	6
VERG-aene.2.787	correct		33	19	5
VERG-aene.2.788	correct		4	15	2
VERG-aene.2.789	correct		38	16	3
VERG-aene.2.790	correct		3	18	4
VERG-aene.2.791	correct		6	18	3
VERG-aene.2.792	correct		7	15	1
VERG-aene.2.793	correct		8	14	2
VERG-aene.2.794	correct		2	17	3
VERG-aene.2.795	correct		7	15	3
VERG-aene.2.796	no_candidates	vowel_chain	0	17	4
VERG-aene.2.797	correct		24	17	5
VERG-aene.2.798	correct		32	16	3
VERG-aene.2.799	correct		21	17	2
VERG-aene.2.800	correct		9	15	1
VERG-aene.2.801	correct		16	16	3
VERG-aene.2.802	correct		4	16	3
VERG-aene.2.803	correct		1	15	0
VERG-aene.2.804	correct		40	16	4
